type	gene_id
TA	BCL2L12
TA	CTNNAL1
TA	STARD10
Stem_Cell	RPS9
Stem_Cell	RPS18
Stem_Cell	RPL13
Stem_Cell	RPS12
Stem_Cell	RPL12
Stem_Cell	RPL34
Stem_Cell	RPL13A
Stem_Cell	RPS27
Stem_Cell	RPS3
Stem_Cell	OLFM4
Stem_Cell	RPL31
Stem_Cell	RPL35A
Stem_Cell	RPS23
Stem_Cell	RPL3
Stem_Cell	RPS5
Stem_Cell	RPL36A
Stem_Cell	RPS3A
Stem_Cell	RPS24
Stem_Cell	RPL11
Stem_Cell	RPS6
Stem_Cell	RPL39
Stem_Cell	RPL30
Stem_Cell	RPL26
Stem_Cell	RPS25
Stem_Cell	GNB2L1
Stem_Cell	RPL9
Stem_Cell	RPL32
Stem_Cell	RPS19
Stem_Cell	RPL37
Stem_Cell	RPS4X
Stem_Cell	RPS27A
Stem_Cell	EEF1A1
Stem_Cell	RPL14
Stem_Cell	RPS28
Stem_Cell	RGMB
Stem_Cell	ASCL2
Stem_Cell	RPL10A
Stem_Cell	RPL5
Stem_Cell	RPL36
Stem_Cell	RPS2
Stem_Cell	RPL10
Stem_Cell	RPS14
Stem_Cell	RPS8
Stem_Cell	RPL7A
Stem_Cell	RPS15A
Stem_Cell	RPL38
Stem_Cell	RPL23A
Stem_Cell	RPL37A
Stem_Cell	SLC12A2
Stem_Cell	SPINK1
Stem_Cell	RPL41
Stem_Cell	RPS17
Stem_Cell	RPS21
Stem_Cell	RPL27A
Stem_Cell	RPLP0
Stem_Cell	MARCKSL1
Stem_Cell	RPS15
Stem_Cell	SOX4
Stem_Cell	RPL21
Stem_Cell	RPS10
Stem_Cell	RPL7
Stem_Cell	RPL24
Stem_Cell	RPL17
Stem_Cell	RPLP2
Stem_Cell	CDCA7
Stem_Cell	RPL15
Stem_Cell	RPL18
Stem_Cell	RPL23
Stem_Cell	RPL29
Stem_Cell	RPL19
Stem_Cell	RPL35
Stem_Cell	RPLP1
Stem_Cell	RPS20
Stem_Cell	RPS13
Stem_Cell	RPS11
Stem_Cell	PPP1R1B
Stem_Cell	HNRNPA1
Stem_Cell	RPL18A
Stem_Cell	RPL8
Stem_Cell	RPS7
Stem_Cell	NBEAL1
Stem_Cell	GPX2
Stem_Cell	PABPC1
Stem_Cell	NPM1
Stem_Cell	NACA
Stem_Cell	ALDH1B1
Stem_Cell	EIF3E
Stem_Cell	RPL22
Stem_Cell	RPL4
Stem_Cell	RPS29
Stem_Cell	RPSA
Stem_Cell	RPL6
Stem_Cell	RAMP1
Stem_Cell	RPS16
Stem_Cell	RPL28
Stem_Cell	ZFAS1
Stem_Cell	PRDX5
Stem_Cell	RPL27
Stem_Cell	CDK6
Stem_Cell	ZFP36L2
Stem_Cell	GLTSCR2
Stem_Cell	IMPDH2
Stem_Cell	REG1A
Stem_Cell	LGR5
Stem_Cell	CLU
Stem_Cell	HMGA1
Stem_Cell	NAP1L1
Stem_Cell	KLK1
Stem_Cell	CD44
Stem_Cell	HSP90AB1
Stem_Cell	KIAA1324
Stem_Cell	BTF3
Stem_Cell	SMOC2
Stem_Cell	AC090498.1
Stem_Cell	ETS2
